,s_0_ma,s_0_me,s_0_vol,s_0_nb,s_0_freq,s_0_ratio,s_0_ratio2,s_1_ma,s_1_me,s_1_vol,s_1_nb,s_1_freq,s_1_ratio,s_1_ratio2,s_2_ma,s_2_me,s_2_vol,s_2_nb,s_2_freq,s_2_ratio,s_2_ratio2,s_3_ma,s_3_me,s_3_vol,s_3_nb,s_3_freq,s_3_ratio,s_3_ratio2,s_4_ma,s_4_me,s_4_vol,s_4_nb,s_4_freq,s_4_ratio,s_4_ratio2,s_5_ma,s_5_me,s_5_vol,s_5_nb,s_5_freq,s_5_ratio,s_5_ratio2,s_6_ma,s_6_me,s_6_vol,s_6_nb,s_6_freq,s_6_ratio,s_6_ratio2,s_7_ma,s_7_me,s_7_vol,s_7_nb,s_7_freq,s_7_ratio,s_7_ratio2,s_8_ma,s_8_me,s_8_vol,s_8_nb,s_8_freq,s_8_ratio,s_8_ratio2,s_9_ma,s_9_me,s_9_vol,s_9_nb,s_9_freq,s_9_ratio,s_9_ratio2,target
1443160198,14946.8,2.954317428042866,1642.6923071783103,8.0,0.032,1.309,1.174,21408.7,-14.028432859452343,2489.2367305594994,16.0,0.042,1.028,1.136,17155.6,-24.444759254012432,1819.292954713907,14.0,0.025,1.25,1.159,14975.5,3.725654572423793,1839.6477317375331,11.0,0.021,1.132,1.114,4950.0,-6.916934717754704,596.8383852147437,12.0,0.02,1.145,1.11,7086.5,-15.715404743254279,955.627500496678,5.0,0.016,1.02,1.112,7149.5,-21.8578023699605,1010.8145593917177,8.0,0.027,1.021,1.088,8022.9,-3.8388693521774635,995.8587646307232,6.0,0.024,1.06,1.123,15192.0,2.1257643530850547,2016.8077047740576,12.0,0.027,1.014,1.14,23895.699999999997,-21.71982133631106,2859.2928935288223,7.0,0.026,1.034,1.099,6231680
1443481225,2890.8,-1.6181730304494926,293.2425274741088,10.0,0.017,1.23,1.159,8066.9,-3.1900801653305777,600.3766942090158,18.0,0.036,1.002,1.34,2743.0,-3.7002716621389644,272.7173073274429,14.0,0.024,1.5,1.167,3086.8999999999996,1.290128497858369,324.85726309672583,21.0,0.036,1.044,1.153,3582.0,-1.3548607523207947,245.65008183532646,12.0,0.026,1.107,1.517,4841.2,2.528107864868919,370.29179909970117,18.0,0.04,1.849,1.321,4000.8,-2.4828419526341228,393.4995818012372,17.0,0.032,1.172,1.158,6292.7,-1.1654472425459577,387.69505463164035,14.0,0.026,1.185,1.568,,-0.5395177782742443,333.91025480650444,12.0,0.02,1.146,1.232,7216.7,-5.592190130164497,676.701333302536,13.0,0.024,1.015,1.241,18176545
1443500291,18123.800000000003,7.079898668355527,1237.4845437753265,24.0,0.04,1.043,1.641,24287.9,-5.746287561873968,932.3266997469334,23.0,0.039,3.83,1.972,,,,0.0,0.0,0.0,0.0,3987.3,2.092781786970217,488.3912492812741,8.0,0.015,1.072,1.216,1569.8,0.28334527757870703,171.7064332296902,19.0,0.032,1.114,1.247,14244.7,-7.065848902518291,1892.9189464981193,6.0,0.011,1.184,1.101,6666.6,-6.727471208813187,862.8893463009924,7.0,0.02,1.427,1.127,7658.4,3.6825386243562606,1073.3681904773975,4.0,0.008,1.026,1.122,7114.8,2.6186563557274045,604.5555866918371,13.0,0.022,1.006,1.415,6582.200000000001,17.846435892735123,860.0768993408626,10.0,0.02,1.007,1.197,38377880
1443519091,1882.4,2.1675305411576473,240.8416020024276,14.0,0.023,1.144,1.165,7763.2,-0.38122697955034085,455.36609172431395,15.0,0.024,1.357,1.323,3449.7,-1.1762803953267444,213.5161306687078,12.0,0.022,2.2,1.278,1988.4,-0.16073065448909185,229.23019199895418,18.0,0.032,1.059,1.217,2167.8,0.31252812453125783,188.54973625322168,18.0,0.031,1.18,1.327,6476.5,-2.71758804019933,277.82583532177637,11.0,0.023,3.069,1.454,2211.1,1.767770537157714,249.23962344581736,18.0,0.031,1.135,1.257,8084.9,-0.7514874752087465,360.69458920355004,9.0,0.017,1.508,2.326,2037.1999999999998,0.8838846952733168,232.0481105483319,18.0,0.029,1.014,1.206,5398.5,7.488375193746771,582.0386145436412,15.0,0.026,1.272,1.216,36076144
1444160100,3240.2,1.0405826569557175,245.06102298802512,10.0,0.033,1.418,1.315,,,,0.0,0.0,0.0,0.0,2909.3,-0.14213096448392526,213.48266428679025,10.0,0.026,1.433,1.461,5130.9,-1.3662105631572807,282.62689504874004,7.0,0.023,1.939,1.5,3491.3,0.615456409059849,168.2736084683919,10.0,0.035,1.988,1.516,1994.0,-1.748670855485742,263.7894508593964,10.0,0.017,1.138,1.164,8565.5,4.535957734037766,530.493810755412,16.0,0.035,1.265,1.523,,,,0.0,0.0,0.0,0.0,5248.6,0.5493908434859419,272.479355085888,10.0,0.035,1.583,1.558,7554.9,-3.3355777403709936,516.5231071956338,11.0,0.037,1.021,1.482,29678857
1444262099,1721.4,0.8610856485725238,212.74840349051166,15.0,0.025,1.081,1.119,9799.8,-1.7006716554724088,449.455205185149,11.0,0.018,1.254,1.768,1757.9,-1.1893635106081566,223.96951013141364,20.0,0.035,1.034,1.117,2448.8,0.024899585006916553,259.2137168132709,16.0,0.026,1.123,1.183,2095.3,-0.5194080098665023,160.46883339155937,14.0,0.023,1.012,1.433,3099.7,2.336677722037966,340.77367604406334,19.0,0.03,1.136,1.186,4173.0,0.1497308378193697,487.3924554780007,22.0,0.039,1.079,1.188,6926.4,1.2983783603606607,441.64864910927696,19.0,0.03,1.113,1.46,2142.8,-1.9057551313233827,271.5820312649228,23.0,0.04,1.213,1.195,5171.1,17.600239996000067,495.3492884224727,13.0,0.022,1.147,1.277,16731032
1444387622,2808.0,-2.143364277262046,315.97955929929475,11.0,0.021,1.043,1.14,9126.1,1.8797186713554774,478.8490689576903,15.0,0.026,4.524,1.362,2146.7,-0.8526357894035099,287.33265845673935,13.0,0.021,1.054,1.141,2641.3,-0.03971600473325444,316.16495283526075,19.0,0.041,1.165,1.136,1870.7,1.127081215313078,222.18934920088748,21.0,0.035,1.048,1.177,4608.6,5.268395526741221,623.4328950414232,10.0,0.021,1.119,1.091,2556.0,4.783303611606473,378.40680664249516,5.0,0.021,1.064,1.025,2848.5,-3.8209863168947185,427.61676775889646,4.0,0.01,1.017,1.029,2586.5,5.369327177880368,298.86048484536326,14.0,0.025,1.194,1.184,5981.9,6.2618289695171745,738.5167252643796,15.0,0.024,1.012,1.121,4208909
1444957178,4100.3,1.585590240162664,628.3138588900196,4.0,0.006,1.088,1.067,11813.0,-7.435142747620873,919.1522400471138,17.0,0.033,1.346,1.462,3628.2,1.9901668305528242,525.5535284771529,5.0,0.008,1.011,1.03,4927.6,-4.022182963617273,654.9773329687036,6.0,0.014,1.134,1.099,1823.7,0.6992216796386727,182.34957716271975,19.0,0.033,1.193,1.221,11231.0,-25.256279062015633,1828.4408518655455,1.0,0.0,0.0,0.0,6550.6,-22.946450892485124,1048.984103099265,2.0,0.029,1.006,1.003,9593.1,35.678005366577224,1396.5679571184787,4.0,0.008,1.142,1.108,3958.0,-2.847069215513075,520.6049669883341,20.0,0.034,1.067,1.117,8700.2,19.356177397043382,1169.1734220568105,6.0,0.01,1.182,1.116,30231086
1445132059,2424.1,1.5533241112648122,327.87257751582956,9.0,0.021,1.121,1.084,3174.2,1.1135981066982217,389.1832506697563,22.0,0.039,1.092,1.162,2210.3999999999996,1.2599456675722072,303.7849598352317,10.0,0.019,1.039,1.119,2315.8999999999996,1.8456692388460192,302.727081136665,11.0,0.019,1.051,1.186,,,,0.0,0.0,0.0,0.0,4329.200000000001,4.025999566673889,610.5497753447639,4.0,0.008,1.087,1.076,3094.5,-10.15613073115448,436.55617721875996,2.0,0.024,1.236,1.118,4150.2,5.88058532357794,568.7953858111446,8.0,0.012,1.027,1.102,2150.5,3.3979100348327527,262.03163900306896,15.0,0.026,1.078,1.132,5006.2,-1.4553424109598174,692.7684753271902,10.0,0.02,1.026,1.141,10895893
1445652932,4401.5,-3.271445475908735,320.14574812803335,6.0,0.01,1.333,1.511,14066.3,0.5160413993100115,816.786875302757,13.0,0.024,1.161,1.614,4989.2,-10.1447642539291,523.653724410744,4.0,0.007,1.365,1.14,3788.3,-0.8731854469092182,331.8442557249311,11.0,0.021,1.09,1.278,5941.4,0.2710121497975034,236.749956055249,12.0,0.023,1.792,1.616,4159.7,-12.994466758887352,584.7248945296224,4.0,0.007,1.025,1.075,4493.6,-4.1906301561640635,350.22487438096204,2.0,0.005,1.512,1.256,4192.1,1.0238496025066248,594.9475745847236,12.0,0.021,1.039,1.072,4038.6,-0.3324272170484101,343.60405470493504,11.0,0.02,1.221,1.366,8819.5,-0.9739004349927501,639.6083804204958,9.0,0.017,1.438,1.33,4676490
1445824208,5498.0,-2.1455975733737773,372.56837897810976,14.0,0.023,1.889,1.302,17340.4,1.5444409259845668,870.8510940847867,16.0,0.026,1.243,2.039,5373.200000000001,26.814303094948418,652.0970365983366,8.0,0.017,1.045,1.281,5210.5,-0.9087181880301995,336.6911382886625,10.0,0.016,1.708,1.353,2711.5,-0.41035982733621107,168.59085637737877,22.0,0.037,1.014,1.527,4089.4,8.893351777470375,571.5508392114128,5.0,0.013,1.131,1.044,2827.1,1.7664872252129131,348.68473129296126,3.0,0.005,1.414,1.198,4140.9,2.793136781053649,566.3764985130719,13.0,0.021,1.008,1.105,6898.6,-0.5487241879302012,349.6070937181924,8.0,0.016,1.761,1.548,7472.200000000001,3.409709838169364,542.1279979908933,9.0,0.018,1.221,1.443,4134295
1446284136,3579.5,-0.5822569623839603,311.1160131177528,10.0,0.016,1.149,1.226,10896.7,0.1530974483758604,463.13909184729886,14.0,0.023,1.147,1.959,,,,0.0,0.0,0.0,0.0,2698.2,0.6837886035232746,307.3388245451617,13.0,0.022,1.072,1.174,,,,0.0,0.0,0.0,0.0,7681.400000000001,-18.161830636156065,984.8224478839716,6.0,0.009,1.232,1.143,7255.9,3.5413409776503726,726.1895113363697,21.0,0.034,1.335,1.143,11943.3,-1.6079065348910853,850.1464846382239,14.0,0.022,1.126,1.421,,1.3184717358679339,291.15697420941336,4.0,0.014,1.227,1.125,5668.0,5.563173947100882,643.805124782213,9.0,0.014,1.153,1.24,46038908
1446664944,3042.3999999999996,-1.7702538291028482,383.07909519131647,12.0,0.023,1.087,1.123,7343.1,0.18439692671788804,663.2785923896192,26.0,0.044,1.13,1.338,2325.0,0.657955700738321,282.3628268280273,11.0,0.025,1.06,1.167,2281.2,-5.6088398526691225,292.94853389369246,10.0,0.018,1.013,1.089,3005.7,1.1111148147530874,261.6692140667914,18.0,0.037,1.437,1.252,1996.1,4.002566623889602,272.6772426247466,12.0,0.021,1.093,1.089,3246.5,1.6474558757354043,371.77241261528445,9.0,0.022,1.158,1.139,1722.1,3.5606573223779603,243.27430358550993,13.0,0.021,1.01,1.098,2570.0,-1.0425826236229396,311.8914429180242,10.0,0.023,1.129,1.178,10010.3,7.976900384993583,977.0066920267884,14.0,0.032,1.285,1.184,43171913
1447237480,2614.1,-1.4377260378993684,355.7895353381894,8.0,0.017,1.004,1.09,6247.4,-0.3290778487025216,440.20763654959086,20.0,0.037,1.388,1.232,2375.8,0.6116898051699138,297.59212810730446,10.0,0.018,1.052,1.096,2404.7,3.905968233862769,326.42006830186835,11.0,0.019,1.005,1.064,2281.1,1.1195313411443142,197.28750772922393,19.0,0.036,1.094,1.152,3584.2,17.164047265878903,563.0419711416059,7.0,0.011,1.027,1.025,3374.5,10.817936367727205,446.1142570613969,3.0,0.006,1.05,1.041,4131.6,2.9446675888735188,584.2556497748809,4.0,0.006,1.06,1.061,2595.2,-2.8375249705475594,290.4131592541299,12.0,0.022,1.493,1.168,5670.200000000001,-5.6477058715688075,726.8298990536983,12.0,0.022,1.111,1.118,31724961
1447263565,1145.0,0.08159864002266629,109.91762329195656,13.0,0.026,1.062,1.253,7181.7,-0.6085565240579324,403.9922043279615,18.0,0.032,1.332,1.488,1276.8,1.5993733437776037,109.39150250633556,18.0,0.035,1.022,1.396,2689.6,-0.5523574607089882,138.76119084605705,9.0,0.018,1.787,1.599,2676.8999999999996,0.016216396393393444,97.81685992058165,10.0,0.019,3.0,1.758,1604.1,-0.21019649672505458,191.5581007812777,15.0,0.027,1.029,1.126,2929.8,0.45129247845869236,187.36741540593056,12.0,0.021,1.021,1.455,4178.9,0.7285211913134781,290.0865670412112,17.0,0.031,1.178,1.487,1373.1,-1.3521107981533642,128.61717611949388,14.0,0.029,1.058,1.263,3344.2,-0.16063065615573074,229.6193594041932,6.0,0.011,1.152,1.547,27752916
1447502349,3037.4,3.620922984616923,425.57098072733703,9.0,0.015,1.002,1.072,,,,0.0,0.0,0.0,0.0,3693.1000000000004,-1.262128964517258,384.9853456847254,11.0,0.023,1.598,1.132,3591.7,-0.7869368843852602,452.8056388277899,13.0,0.024,1.021,1.115,1908.6,1.060982316961384,194.11761907907217,13.0,0.021,1.039,1.32,4432.799999999999,-2.762370627156214,659.3482548415928,3.0,0.012,1.045,1.071,4060.2,8.712288128531192,490.67753551910414,5.0,0.008,1.467,1.246,4536.8,-2.6767553874102097,555.2096094863673,8.0,0.013,1.269,1.112,3362.7,-0.708521524641256,417.0265028394253,16.0,0.031,1.063,1.136,5624.6,-1.856369060515658,711.6645939590536,12.0,0.023,1.171,1.14,41005408
1448402324,2103.2,-1.767770537157714,242.9397793822665,14.0,0.028,1.183,1.152,,,,0.0,0.0,0.0,0.0,1970.2,-0.41939301011649804,209.5006600573424,11.0,0.021,1.175,1.145,2967.0,1.5680905318244696,281.98358750473733,16.0,0.031,1.186,1.231,2965.5,0.4342260962317295,205.2261726685683,19.0,0.04,2.083,1.364,2902.0,8.967017216379727,421.3817090869496,4.0,0.006,1.073,1.059,2072.4,2.182630289495175,296.0435878642246,3.0,0.004,1.016,1.04,3702.3,3.0695821736304394,472.0028099111604,13.0,0.024,1.098,1.083,2391.8,1.7793536774387093,258.4374850239309,19.0,0.037,1.059,1.189,6008.9,-4.561373977100382,574.4651982492982,12.0,0.023,1.21,1.176,21542756
1449261406,3667.9,-1.041599306678222,342.7659714649082,7.0,0.01,1.144,1.375,7488.8,-0.1050149164180597,401.3289598398261,12.0,0.021,1.647,1.522,4493.3,-0.10349827502874952,545.9213163572209,25.0,0.042,1.026,1.199,3116.3,-0.07589873502108298,330.03287524776516,11.0,0.024,1.159,1.164,3306.5,-1.6911718138031033,185.18319058883435,13.0,0.021,1.95,1.309,3868.3,6.299045015916401,583.2039853022669,11.0,0.02,1.011,1.055,7296.4,-1.726337894368427,703.2352792227539,21.0,0.036,1.056,1.31,6875.2,-2.3001283311944802,567.0323789339584,15.0,0.026,1.153,1.305,,0.07168458781362007,310.02552804735836,18.0,0.029,1.023,1.159,7520.0,6.722171297145048,676.623591434103,7.0,0.013,1.267,1.238,35057010
1449852524,2933.7,-0.08158197363377277,220.98163983956877,7.0,0.025,1.1,1.344,9190.4,-0.17348044199263346,459.57123737820115,12.0,0.03,1.245,1.795,2239.1,2.1015316411393146,182.67132344992518,11.0,0.024,1.203,1.176,2931.2,-1.8677188713521442,203.93173363214382,12.0,0.023,1.502,1.28,3234.1,-0.27822869618839685,178.93404780610655,13.0,0.025,1.563,1.475,2134.3,-1.5560740654322427,306.7697646417236,1.0,0.0,0.0,0.0,2910.3,2.8933851102481625,258.8678849143809,3.0,0.016,1.032,1.307,2145.3,4.929367843869269,278.40696316195664,11.0,0.019,1.201,1.101,2487.7,-0.4580256995716738,201.04737760412274,10.0,0.024,1.517,1.286,7091.0,-35.42172630456159,656.7732953294733,5.0,0.012,1.273,1.219,47591939
1450261744,5215.299999999999,-4.834769420509658,598.9816717961256,11.0,0.022,1.326,1.109,,,,0.0,0.0,0.0,0.0,4600.7,5.6496225062915615,536.0725100717548,12.0,0.019,1.289,1.134,26022.7,-324.86466892218465,4085.1629633644447,2.0,0.006,1.005,1.002,,,,0.0,0.0,0.0,0.0,5711.9,4.840619323011283,849.2244693703701,7.0,0.015,1.0,1.067,4583.4,5.996933384443593,608.848503857009,10.0,0.02,1.068,1.098,4433.6,-11.450009166513892,605.5224793078777,5.0,0.012,1.129,1.082,5450.1,0.5773237112714789,703.5800318448195,17.0,0.028,1.128,1.114,9516.0,-0.7485041915968067,1174.6906654716147,15.0,0.027,1.055,1.124,43056319
1450513592,3906.0,-3.0109164847252545,519.9697298774503,8.0,0.013,1.243,1.155,16620.4,-12.716604723254612,1753.6829182198676,19.0,0.032,1.231,1.241,4176.7,-1.0042165963900602,477.66903699500796,9.0,0.02,1.06,1.197,5602.5,6.925317911368144,667.443982829013,15.0,0.027,1.117,1.178,3428.2,-0.6584723587940201,369.2666651519284,20.0,0.034,1.022,1.258,5102.1,-1.644422592956784,731.4490015614456,10.0,0.022,1.044,1.082,18309.7,-0.345227579540341,825.1673996400012,11.0,0.018,1.745,1.636,9404.1,0.6632222796286729,476.6701421547222,14.0,0.031,1.101,1.568,4250.9,1.8081654607603284,597.7926869413884,18.0,0.03,1.062,1.112,9517.3,-4.829102848285862,1109.0214870398281,14.0,0.023,1.123,1.125,21435141
1451062875,1277.2,1.9287845202579956,122.28300328632228,12.0,0.02,1.0,1.199,8276.6,0.24992916784720254,417.6599342415934,16.0,0.027,1.58,1.591,1146.4,-0.006866552224129597,121.75689935471418,10.0,0.021,1.547,1.161,1626.5,0.13604773253779104,135.24825225935578,17.0,0.029,1.148,1.268,2662.0,-0.5705238246029233,106.6971337907816,6.0,0.021,1.378,2.592,1910.3,1.7949034182763621,237.487486890539,13.0,0.027,1.072,1.156,2786.8,1.3288111864802252,169.5953097481872,8.0,0.019,1.335,1.605,2592.0,0.7623706271562141,199.1369258561038,25.0,0.04,1.522,1.236,1770.6,-0.8322194630089499,149.70271034352552,10.0,0.031,1.072,1.289,3954.3999999999996,-1.2320294661755637,290.50342136390145,10.0,0.022,1.049,1.522,14198322
1451204584,8886.8,-1.530941150980817,513.5561233678345,16.0,0.03,1.599,1.317,11108.7,-0.8400193330111165,808.1284889555097,16.0,0.032,1.028,1.474,3042.2,-5.638472692121798,389.70157399461584,9.0,0.017,1.001,1.098,3130.3,-1.2414959750670822,358.04029614624983,16.0,0.032,1.266,1.16,1997.8,-0.6182896951717471,193.15641965716256,28.0,0.046,1.164,1.212,6748.6,18.744837586040234,843.4097298811433,5.0,0.031,1.008,1.219,3681.1,8.962050632489458,481.7497140252105,6.0,0.017,1.229,1.108,5197.7,15.801536641055982,649.9974657898392,10.0,0.017,1.025,1.136,2951.0,0.267528874518758,335.9202260762769,11.0,0.019,1.054,1.153,5498.0,4.963541044075206,657.0733837783584,17.0,0.028,1.077,1.184,42413592
1451279123,3414.3999999999996,-0.5100748320861319,323.2645131625775,12.0,0.02,1.273,1.251,12239.900000000001,-1.9664838919351344,1101.7289322163824,21.0,0.035,1.205,1.314,3590.0,1.7015549740837652,347.7333134814575,6.0,0.02,1.179,1.368,5140.8,-1.9841669305511576,518.7092184725667,16.0,0.028,1.153,1.198,,6.104072398190045,129.55759400517996,0.0,0.0,0.0,0.0,5061.4,-2.083098615023083,546.0165707127518,14.0,0.029,1.832,1.21,6765.3,4.1806636556057395,546.8000066349474,13.0,0.021,1.943,1.258,4360.5,-4.689221846302561,526.530693681897,18.0,0.033,1.0,1.181,4402.200000000001,-0.10613156447392544,446.6479507726092,17.0,0.034,1.01,1.296,5501.8,-4.845035916068065,606.7977488646982,12.0,0.025,1.054,1.243,19526120
1451955122,2268.9,-1.0756820719654672,271.49763849065073,11.0,0.018,1.047,1.183,10234.400000000001,-0.4241595973400443,836.7715807839461,23.0,0.038,1.024,1.314,2742.2,5.584990250162497,249.18918909101504,13.0,0.021,1.311,1.156,2658.7,-1.6407393210113166,297.61095750142164,23.0,0.038,1.195,1.172,,,,0.0,0.0,0.0,0.0,3574.1000000000004,6.574423759604007,458.6562643625736,3.0,0.009,1.017,1.012,2597.3999999999996,2.875568740520991,351.71233267712927,2.0,0.007,1.177,1.088,2880.7,3.7565373910434827,389.60284951725424,9.0,0.014,1.181,1.087,2727.1000000000004,2.2712788120197995,282.7553032462658,16.0,0.026,1.02,1.263,5067.2,5.454859085681905,518.8683608201277,12.0,0.019,1.027,1.227,14092572
1453766944,1217.2,1.279678672022133,158.21395250616789,12.0,0.019,1.012,1.112,9334.599999999999,1.722887951867469,565.6822935918578,17.0,0.027,1.104,1.551,1293.9,0.40419326344560924,159.54753858374556,13.0,0.024,1.109,1.091,1863.9,-0.6308061532307795,172.04714215386738,8.0,0.015,1.198,1.454,2908.8999999999996,-0.17093048449192513,132.72587820882336,5.0,0.01,1.152,2.4,1328.8,1.438809353177447,175.909253760899,8.0,0.015,1.12,1.093,1268.0,-0.610473158780687,180.73966919073817,9.0,0.014,1.035,1.046,1932.3000000000002,-1.162563957267379,209.39089306068462,15.0,0.025,1.064,1.19,1886.1,-1.795670072165464,185.08417980122235,8.0,0.015,1.196,1.235,4000.3,-6.379393676772054,358.47657771058476,9.0,0.02,1.272,1.333,10898069
1454051706,3305.5,11.294478425359577,381.46687381048974,12.0,0.023,1.18,1.198,8058.1,-0.8948017533041116,472.4496561418137,20.0,0.036,2.286,1.217,4985.2,2.6515558074032097,681.3693846199109,14.0,0.023,1.063,1.145,3199.2,-3.3843435942734286,375.8186077091463,18.0,0.033,1.013,1.118,2184.6,-0.9608339861002316,205.2851814734052,21.0,0.037,1.121,1.217,4691.3,2.8095698405026583,663.1421812928756,11.0,0.017,1.089,1.095,11024.5,-4.918301361643973,625.4798797780958,10.0,0.016,1.946,1.302,5857.7,0.45650905818236365,764.5602359352947,10.0,0.015,1.084,1.116,3512.1,0.854052432459459,333.2184230205895,9.0,0.016,1.516,1.232,8391.3,6.225629572840453,768.6509006827018,13.0,0.023,1.117,1.109,24265888
1455109840,8681.8,-1.9482508624856252,725.6159103349098,18.0,0.033,1.011,1.43,17277.9,-0.537691038482692,897.4385735434156,17.0,0.033,1.184,1.627,5695.6,7.952317461375643,465.4726451288857,9.0,0.016,1.037,1.324,7221.4,-3.8100531657805705,580.558032364078,10.0,0.019,1.491,1.273,3844.3,0.8460214908655387,289.25138058342316,14.0,0.025,1.599,1.51,6101.7,9.813186446892551,781.9211693887024,9.0,0.016,1.118,1.15,404.8,1.8244362593956767,55.03286593712633,34.0,0.06,1.119,1.097,5885.4,-2.6070232162797287,114.22331840404782,4.0,0.014,6.742,3.636,6987.1,-2.8563523941267643,540.1342835483447,13.0,0.024,1.291,1.283,12363.4,2.9733004449925833,945.2189134483872,13.0,0.024,1.33,1.283,9211332
1455221961,4063.6000000000004,-3.8660522324627924,575.9526248317615,6.0,0.01,1.047,1.068,16688.1,-2.4240262662288963,528.8075103560956,13.0,0.023,2.18,2.393,,,,0.0,0.0,0.0,0.0,3642.7,2.798786686888552,410.0157811355333,7.0,0.014,1.029,1.27,2612.3,-0.0787153547440876,145.63120205850842,13.0,0.026,1.614,1.485,17678.6,55.127297878368694,2547.786716192925,11.0,0.019,1.025,1.071,4574.7,1.2924117931367811,625.9349803032729,4.0,0.009,1.039,1.076,6201.5,24.392760120664654,949.2120090789061,4.0,0.014,1.025,1.02,3763.6,0.4296261728971184,391.1494532187955,8.0,0.013,1.157,1.207,6985.0,10.16801386643556,760.5220455874415,8.0,0.015,1.026,1.119,24076806
1455373409,3840.1,-6.729221179647006,451.25571372074876,12.0,0.029,1.029,1.223,7850.7,0.4341427642872619,668.2277023559277,13.0,0.027,1.085,1.219,4556.3,-3.4475925401243313,497.6002835176809,14.0,0.039,1.223,1.143,4233.3,-2.122331294478425,459.49064463519085,13.0,0.025,1.257,1.128,2669.0,0.6003399943334278,213.39434923027605,19.0,0.032,1.743,1.298,3685.8,-0.10713154780753655,432.0117737436052,13.0,0.023,1.037,1.227,4662.9,6.999300011666472,558.4238591602278,17.0,0.029,1.027,1.175,6810.4,-0.8688355194080098,491.6025401798697,14.0,0.032,1.676,1.308,3703.7999999999997,-2.6796865581675706,559.9895670364817,13.0,0.031,1.046,1.125,7398.4,1.0767320544657588,787.5410959620646,14.0,0.029,1.116,1.172,11239673
1455809756,3818.2,-1.6599390010166497,359.17026143874705,13.0,0.022,1.214,1.185,,,,0.0,0.0,0.0,0.0,2501.4,-3.355610739821003,285.6280448401862,9.0,0.014,1.096,1.193,2946.3,-0.02886618556357394,320.5998519374451,10.0,0.016,1.244,1.157,1910.4,0.22611289811836469,171.66281296022143,17.0,0.028,1.144,1.275,6751.4,4.492875118748021,916.1290233260154,6.0,0.011,1.052,1.106,5057.200000000001,2.0019333011116482,587.6437756068542,16.0,0.026,1.026,1.138,,,,0.0,0.0,0.0,0.0,2626.1000000000004,1.3389443509274845,309.76251244769804,8.0,0.013,1.251,1.17,6035.2,11.707838202696621,665.1415283124713,10.0,0.015,1.342,1.19,7011219
1456047002,3546.5,0.06221562973950434,394.824451758866,8.0,0.014,1.044,1.168,19314.3,1.1635139414343094,902.8839847148587,15.0,0.028,1.283,1.777,3366.3999999999996,1.5692071798803353,379.78396181271125,12.0,0.019,1.171,1.174,4666.5,-2.1003816603056618,421.3625829372877,12.0,0.02,1.151,1.29,2202.0,1.2576790386826886,185.2299557706523,15.0,0.028,1.001,1.471,4383.7,-9.398210029832835,409.04593006154494,8.0,0.052,1.012,1.346,4431.4,-3.029199513341444,434.60823604950264,9.0,0.017,1.053,1.229,6534.9,2.2106964883918603,527.4062741220316,8.0,0.012,1.245,1.541,3476.3,0.4959021281671182,452.2015012976064,11.0,0.018,1.214,1.186,8561.8,0.5212246462558957,754.4049759949073,13.0,0.021,1.058,1.358,11002440
1456852927,1164.4,0.1506474892085132,131.4597419766209,9.0,0.014,1.061,1.138,6655.200000000001,-0.5604573257112382,434.5637384645714,18.0,0.032,1.183,1.566,1124.3,0.04434926084565257,129.4763112742659,12.0,0.019,1.191,1.156,1602.2,1.1022149630839486,140.8770569072237,15.0,0.027,1.05,1.306,2401.8,0.21582973617106382,108.66783396408664,6.0,0.01,1.017,2.382,2209.1,0.8889518508024866,264.67907951804096,22.0,0.036,1.154,1.137,1309.4,2.173363777270379,150.84890118255203,11.0,0.021,1.029,1.184,1655.9,-0.5697905034916084,184.475551621939,21.0,0.042,1.149,1.143,1521.6,0.06874885418576357,150.06440962044385,14.0,0.025,1.168,1.281,3157.2,-0.010016499725004584,305.19593112249794,10.0,0.018,1.015,1.34,12427748
1458614920,1786.4,-1.4967250545824236,199.765339144697,13.0,0.021,1.249,1.18,8183.400000000001,-2.627189546840886,592.3241858653334,15.0,0.033,1.094,1.59,1763.5,-0.344327594540091,199.7570689322954,18.0,0.03,1.038,1.14,2235.4,-1.7290378493691771,232.75564989579368,14.0,0.025,1.168,1.23,2094.6000000000004,-0.5730404493258445,120.2255648052026,8.0,0.018,1.087,1.923,2036.2,-1.924517924701255,277.31762229370514,15.0,0.029,1.133,1.093,2676.1,-0.819236346060899,228.34188006230258,13.0,0.027,1.134,1.322,5007.0,0.8632689455175747,379.37087056513707,15.0,0.031,1.283,1.482,3110.3999999999996,-0.10563157280711988,248.99978064302022,12.0,0.02,1.226,1.252,4270.799999999999,-4.088398526691222,388.4837307516913,10.0,0.015,1.178,1.249,6348984
